
[96m╔══════════════════════════════════════════════════════════════════════════════════════════╗[0m
[96m║[0m                                                                                          [96m║[0m
[96m║[0m [1m[35m███╗   ███╗██╗     ██╗  ██╗    ██╗     ███╗   ███╗    ██╗      ██████╗ ██████╗  █████╗[0m   [96m║[0m
[96m║[0m [1m[35m████╗ ████║██║     ╚██╗██╔╝    ██║     ████╗ ████║    ██║     ██╔═══██╗██╔══██╗██╔══██╗[0m  [96m║[0m
[96m║[0m [1m[94m██╔████╔██║██║      ╚███╔╝     ██║     ██╔████╔██║    ██║     ██║   ██║██████╔╝███████║[0m  [96m║[0m
[96m║[0m [1m[94m██║╚██╔╝██║██║      ██╔██╗     ██║     ██║╚██╔╝██║    ██║     ██║   ██║██╔══██╗██╔══██║[0m  [96m║[0m
[96m║[0m [1m[96m██║ ╚═╝ ██║███████╗██╔╝ ██╗    ███████╗██║ ╚═╝ ██║    ███████╗╚██████╔╝██║  ██║██║  ██║[0m  [96m║[0m
[96m║[0m [1m[96m╚═╝     ╚═╝╚══════╝╚═╝  ╚═╝    ╚══════╝╚═╝     ╚═╝    ╚══════╝ ╚═════╝ ╚═╝  ╚═╝╚═╝  ╚═╝[0m  [96m║[0m
[96m║[0m                                                                                          [96m║[0m
[96m║[0m [93m[1mAdvanced Fine-Tuning Framework[0m                                                           [96m║[0m
[96m║[0m [2m[97mLoRA • (Online-)DPO • XPO • CPO • CPO • ORPO • PPO • GRPO • DrGRPO • GSPO • RLHF • SFT[0m   [96m║[0m
[96m║[0m                                                                                          [96m║[0m
[96m╚══════════════════════════════════════════════════════════════════════════════════════════╝[0m
    

[96m============================================================[0m
[1m[97m                   Configuration Summary                    [0m
[96m============================================================[0m

[97mModel:[0m models/qwen2-jac-fused-q4
[97mTraining Mode:[0m DPO
[97mTraining Type:[0m lora
[97mBatch Size:[0m 1
[97mLearning Rate:[0m 1e-06
[97mOptimizer:[0m adam
[94m[INFO][0m Loading model: [96mmodels/qwen2-jac-fused-q4[0m
Loading model models/qwen2-jac-fused-q4
Loading LoRA adapters with config: {'rank': 8, 'dropout': 0.0, 'scale': 10.0, 'use_dora': False, 'num_layers': 8}
Loading pretrained reference model (using main model)
[94m[INFO][0m Loading datasets

[96m============================================================[0m
[1m[97m                          Training                          [0m
[96m============================================================[0m

Trainable parameters: 0.231% (70.459M/30532.123M)
[94m[INFO][0m Training mode: [93mDPO[0m

Training:   0%|          | 0/900 [00:00<?, ?it/s]
                                                 
Training:   0%|          | 0/900 [00:01<?, ?it/s]
Training:   0%|          | 1/900 [00:04<1:00:54,  4.06s/it]
Training:   0%|          | 2/900 [00:05<40:30,  2.71s/it]  
Training:   0%|          | 3/900 [00:07<34:05,  2.28s/it]
Training:   0%|          | 4/900 [00:08<28:16,  1.89s/it]
Training:   1%|          | 5/900 [00:10<27:27,  1.84s/it]
Training:   1%|          | 6/900 [00:12<26:34,  1.78s/it]
Training:   1%|          | 7/900 [00:13<23:52,  1.60s/it]
Training:   1%|          | 8/900 [00:15<24:13,  1.63s/it]
Training:   1%|          | 9/900 [00:16<22:11,  1.49s/it]
Training:   1%|          | 9/900 [00:17<22:11,  1.49s/it, loss=0.523, it/s=0.597]
                                                                                 
Training:   1%|          | 9/900 [00:17<22:11,  1.49s/it, loss=0.523, it/s=0.597]
Training:   1%|          | 10/900 [00:17<22:16,  1.50s/it, loss=0.523, it/s=0.597]
Training:   1%|          | 11/900 [00:19<23:00,  1.55s/it, loss=0.523, it/s=0.597]
Training:   1%|▏         | 12/900 [00:21<23:33,  1.59s/it, loss=0.523, it/s=0.597]
Training:   1%|▏         | 13/900 [00:22<23:56,  1.62s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 14/900 [00:24<24:27,  1.66s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 15/900 [00:26<24:07,  1.64s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 16/900 [00:27<24:15,  1.65s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 17/900 [00:29<23:37,  1.61s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 18/900 [00:30<21:57,  1.49s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 19/900 [00:32<22:29,  1.53s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 19/900 [00:34<22:29,  1.53s/it, loss=0.141, it/s=0.622]
                                                                                  
Training:   2%|▏         | 19/900 [00:34<22:29,  1.53s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 20/900 [00:34<23:10,  1.58s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 21/900 [00:35<21:55,  1.50s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 22/900 [00:36<21:54,  1.50s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 23/900 [00:38<21:09,  1.45s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 24/900 [00:39<21:33,  1.48s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 25/900 [00:41<22:29,  1.54s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 26/900 [00:42<21:32,  1.48s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 27/900 [00:44<22:23,  1.54s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 28/900 [00:45<20:16,  1.39s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 29/900 [00:46<19:21,  1.33s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 29/900 [00:48<19:21,  1.33s/it, loss=0.269, it/s=0.712]
Training:   8%|▊         | 76/900 [01:56<18:30,  1.35s/it, loss=0.108, it/s=0.685]
Training:   9%|▊         | 77/900 [01:58<19:51,  1.45s/it, loss=0.108, it/s=0.685]
Training:   9%|▊         | 78/900 [01:59<19:40,  1.44s/it, loss=0.108, it/s=0.685]
Training:   9%|▉         | 79/900 [02:01<19:53,  1.45s/it, loss=0.108, it/s=0.685]
Training:   9%|▉         | 79/900 [02:02<19:53,  1.45s/it, loss=0.081, it/s=0.683]
                                                                                  

Training:   9%|▉         | 79/900 [02:02<19:53,  1.45s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 80/900 [02:02<19:41,  1.44s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 81/900 [02:04<20:40,  1.51s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 82/900 [02:05<20:00,  1.47s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 83/900 [02:06<18:30,  1.36s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 84/900 [02:08<19:26,  1.43s/it, loss=0.081, it/s=0.683]
Training:   9%|▉         | 85/900 [02:09<20:04,  1.48s/it, loss=0.081, it/s=0.683]
Training:  10%|▉         | 86/900 [02:11<19:21,  1.43s/it, loss=0.081, it/s=0.683]
Training:  10%|▉         | 87/900 [02:12<20:20,  1.50s/it, loss=0.081, it/s=0.683]
Training:  10%|▉         | 88/900 [02:14<21:02,  1.55s/it, loss=0.081, it/s=0.683]
Training:  10%|▉         | 89/900 [02:16<21:31,  1.59s/it, loss=0.081, it/s=0.683]
Training:  10%|▉         | 89/900 [02:17<21:31,  1.59s/it, loss=0.066, it/s=0.654]
                                                                                  

Training:  10%|▉         | 89/900 [02:17<21:31,  1.59s/it, loss=0.066, it/s=0.654]
Training:  10%|█         | 90/900 [02:17<21:36,  1.60s/it, loss=0.066, it/s=0.654]
Training:  10%|█         | 91/900 [02:19<21:09,  1.57s/it, loss=0.066, it/s=0.654]
Training:  10%|█         | 92/900 [02:21<21:40,  1.61s/it, loss=0.066, it/s=0.654]
Training:  10%|█         | 93/900 [02:22<19:39,  1.46s/it, loss=0.066, it/s=0.654]
Training:  10%|█         | 94/900 [02:23<19:30,  1.45s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 95/900 [02:25<20:30,  1.53s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 96/900 [02:26<19:44,  1.47s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 97/900 [02:28<19:12,  1.44s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 98/900 [02:29<17:32,  1.31s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 99/900 [02:30<17:42,  1.33s/it, loss=0.066, it/s=0.654]
Training:  11%|█         | 99/900 [02:32<17:42,  1.33s/it, loss=0.131, it/s=0.697]
                                                                                  

Training:  11%|█         | 99/900 [02:32<17:42,  1.33s/it, loss=0.131, it/s=0.697]
                                                                                  

Training:  11%|█         | 99/900 [02:32<17:42,  1.33s/it, loss=0.131, it/s=0.697]
Training:  11%|█         | 100/900 [02:32<21:51,  1.64s/it, loss=0.131, it/s=0.697]
Training:  11%|█         | 101/900 [02:34<22:02,  1.65s/it, loss=0.131, it/s=0.697]
Training:  11%|█▏        | 102/900 [02:36<22:06,  1.66s/it, loss=0.131, it/s=0.697]
Training:  11%|█▏        | 103/900 [02:37<22:33,  1.70s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 104/900 [02:39<20:51,  1.57s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 105/900 [02:40<21:32,  1.63s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 106/900 [02:42<19:43,  1.49s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 107/900 [02:43<19:08,  1.45s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 108/900 [02:45<20:14,  1.53s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 109/900 [02:46<19:04,  1.45s/it, loss=0.131, it/s=0.697]
Training:  12%|█▏        | 109/900 [02:47<19:04,  1.45s/it, loss=0.009, it/s=0.639]
                                                                                   

Training:  12%|█▏        | 109/900 [02:47<19:04,  1.45s/it, loss=0.009, it/s=0.639]
Training:  12%|█▏        | 110/900 [02:47<18:55,  1.44s/it, loss=0.009, it/s=0.639]
Training:  12%|█▏        | 111/900 [02:49<20:00,  1.52s/it, loss=0.009, it/s=0.639]
Training:  12%|█▏        | 112/900 [02:50<18:53,  1.44s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 113/900 [02:52<18:29,  1.41s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 114/900 [02:53<19:48,  1.51s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 115/900 [02:55<20:44,  1.59s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 116/900 [02:57<20:26,  1.57s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 117/900 [02:58<20:22,  1.56s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 118/900 [03:00<19:27,  1.49s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 119/900 [03:01<20:22,  1.57s/it, loss=0.009, it/s=0.639]
Training:  13%|█▎        | 119/900 [03:03<20:22,  1.57s/it, loss=0.020, it/s=0.636]
                                                                                   

Training:  13%|█▎        | 119/900 [03:03<20:22,  1.57s/it, loss=0.020, it/s=0.636]
Training:  13%|█▎        | 120/900 [03:03<21:08,  1.63s/it, loss=0.020, it/s=0.636]
Training:  13%|█▎        | 121/900 [03:04<20:06,  1.55s/it, loss=0.020, it/s=0.636]
Training:  14%|█▎        | 122/900 [03:06<18:28,  1.42s/it, loss=0.020, it/s=0.636]
Training:  14%|█▎        | 123/900 [03:07<19:13,  1.48s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 124/900 [03:08<17:55,  1.39s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 125/900 [03:10<18:44,  1.45s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 126/900 [03:12<19:05,  1.48s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 127/900 [03:13<20:00,  1.55s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 128/900 [03:15<19:55,  1.55s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 129/900 [03:16<19:27,  1.51s/it, loss=0.020, it/s=0.636]
Training:  14%|█▍        | 129/900 [03:18<19:27,  1.51s/it, loss=0.034, it/s=0.673]
                                                                                   

Training:  14%|█▍        | 129/900 [03:18<19:27,  1.51s/it, loss=0.034, it/s=0.673]
Training:  14%|█▍        | 130/900 [03:18<20:16,  1.58s/it, loss=0.034, it/s=0.673]
Training:  15%|█▍        | 131/900 [03:19<19:21,  1.51s/it, loss=0.034, it/s=0.673]
Training:  15%|█▍        | 132/900 [03:21<20:10,  1.58s/it, loss=0.034, it/s=0.673]
Training:  15%|█▍        | 133/900 [03:23<20:44,  1.62s/it, loss=0.034, it/s=0.673]
Training:  15%|█▍        | 134/900 [03:25<21:22,  1.67s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 135/900 [03:26<21:34,  1.69s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 136/900 [03:28<21:43,  1.71s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 137/900 [03:29<20:39,  1.62s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 138/900 [03:31<21:04,  1.66s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 139/900 [03:33<19:55,  1.57s/it, loss=0.034, it/s=0.673]
Training:  15%|█▌        | 139/900 [03:34<19:55,  1.57s/it, loss=0.038, it/s=0.611]
                                                                                   

Training:  15%|█▌        | 139/900 [03:34<19:55,  1.57s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 140/900 [03:34<20:33,  1.62s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 141/900 [03:36<20:59,  1.66s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 142/900 [03:37<18:46,  1.49s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 143/900 [03:38<17:24,  1.38s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 144/900 [03:40<18:14,  1.45s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 145/900 [03:42<19:14,  1.53s/it, loss=0.038, it/s=0.611]
Training:  16%|█▌        | 146/900 [03:43<18:00,  1.43s/it, loss=0.038, it/s=0.611]
Training:  16%|█▋        | 147/900 [03:45<19:11,  1.53s/it, loss=0.038, it/s=0.611]
Training:  16%|█▋        | 148/900 [03:46<19:56,  1.59s/it, loss=0.038, it/s=0.611]
Training:  17%|█▋        | 149/900 [03:48<20:25,  1.63s/it, loss=0.038, it/s=0.611]
Training:  17%|█▋        | 149/900 [03:50<20:25,  1.63s/it, loss=0.095, it/s=0.655]
                                                                                   

Training:  17%|█▋        | 149/900 [03:50<20:25,  1.63s/it, loss=0.095, it/s=0.655]
                                                                                   

Training:  17%|█▋        | 149/900 [03:50<20:25,  1.63s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 150/900 [03:50<22:13,  1.78s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 151/900 [03:52<21:52,  1.75s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 152/900 [03:54<21:37,  1.73s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 153/900 [03:55<21:31,  1.73s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 154/900 [03:57<19:45,  1.59s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 155/900 [03:58<17:56,  1.44s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 156/900 [03:59<18:16,  1.47s/it, loss=0.095, it/s=0.655]
Training:  17%|█▋        | 157/900 [04:01<18:23,  1.49s/it, loss=0.095, it/s=0.655]
Training:  18%|█▊        | 158/900 [04:02<19:17,  1.56s/it, loss=0.095, it/s=0.655]
Training:  18%|█▊        | 159/900 [04:04<19:55,  1.61s/it, loss=0.095, it/s=0.655]
Training:  18%|█▊        | 159/900 [04:06<19:55,  1.61s/it, loss=0.051, it/s=0.618]
                                                                                   

Training:  18%|█▊        | 159/900 [04:06<19:55,  1.61s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 160/900 [04:06<19:57,  1.62s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 161/900 [04:07<19:36,  1.59s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 162/900 [04:08<18:01,  1.47s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 163/900 [04:10<19:00,  1.55s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 164/900 [04:12<19:15,  1.57s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 165/900 [04:14<19:46,  1.61s/it, loss=0.051, it/s=0.618]
Training:  18%|█▊        | 166/900 [04:15<19:15,  1.57s/it, loss=0.051, it/s=0.618]
Training:  19%|█▊        | 167/900 [04:16<18:31,  1.52s/it, loss=0.051, it/s=0.618]
Training:  19%|█▊        | 168/900 [04:18<19:27,  1.59s/it, loss=0.051, it/s=0.618]
